CO_MUNICIP,DS_NOME
420560,GALVAO
354900,SAO FRANCISCO
315930,SANTA RITA DE JACUTINGA
354765,SANTA SALETE
160060,SANTANA
412400,SANTANA DO ITARARE
251385,SANTO ANDRE
171884,SANDOLANDIA
354600,SANTA BRANCA
315760,SANTA FE DE MINAS
251335,SANTA INES
280630,SANTA LUZIA DO ITANHY
354400,RIO DAS PEDRAS
220900,RIO GRANDE DO PIAUI
539916,REGIAO ADMINISTRATIVA DO RIACHO FUNDO I
539917,REGIAO ADMINISTRATIVA DO RIACHO FUNDO II
539918,REGIAO ADMINISTRATIVA DE SAMAMBAIA
539919,REGIAO ADMINISTRATIVA DE SANTA MARIA
539920,REGIAO ADMINISTRATIVA DE SAO SEBASTIAO
539921,REGIAO ADMINISTRATIVA DE SOBRADINHO
539922,REGIAO ADMINISTRATIVA DE SOBRADINHO II
539923,SUDOESTE
539924,REGIAO ADMINISTRATIVA DE TAGUATINGA
539925,REGIAO ADMINISTRATIVA DO VARJAO
420840,ITAPIRANGA
430190,BARRA DO RIBEIRO
430265,BROCHIER
430430,CANDIDO GODOI
430511,CENTENARIO
430610,CRUZ ALTA
430640,DOIS IRMAOS
430740,ESMERALDA
430840,FORMIGUEIRO
521110,ITAPORA DE GOIAS (TRANSF. P/TO)
521240,LIZARDA (TRANSF. P/TO)
521330,MIRANORTE (TRANSF. P/TO)
521420,NATIVIDADE (TRANSF. P/TO)
521510,NOVO ACORDO (TRANSF. P/TO)
521620,PARANA (TRANSF. P/TO)
521650,PEDRO AFONSO (TRANSF. P/TO)
521700,PINDORAMA DE GOIAS (TRANSF. P/TO)
521750,PIUM (TRANSF. P/TO)
521780,PONTE ALTA DO BOM JESUS (TRANSF. P/TO)
521820,PORTO NACIONAL (TRANSF. P/TO)
522030,SAO SEBASTIAO DO TOCANTINS (TRANSF. P/TO)
522090,TAGUATINGA (TRANSF. P/TO)
522110,TOCANTINIA (TRANSF. P/TO)
522210,XAMBIOA (TRANSF. P/TO)
520755,FATIMA (TRANSF. P/TO)
520765,FIGUEIROPOLIS (TRANSF. P/TO)
521575,PALMEIROPOLIS (TRANSF. P/TO)
522065,SILVANOPOLIS (TRANSF. P/TO)
522208,WANDERLANDIA (TRANSF. P/TO)
293360,XIQUE-XIQUE
211400,ZE DOCA
317050,URUCANIA
317052,URUCUIA
522180,URUTAI
110180,VALE DO PARAISO
421915,VARGEM
317057,VARGEM ALEGRE
355645,VARGEM GRANDE PAULISTA
430900,GIRUA
510395,GLORIA D'OESTE
312737,GOIABEIRA
520860,GOIANESIA
320515,VILA PAVAO
320517,VILA VALERIO
317180,VIRGINOPOLIS
432350,VISTA ALEGRE
412780,TOMAZINA
510820,TORIXOREU
150803,TRACUATEUA
432162,TRAVESSEIRO
412785,TRES BARRAS DO PARANA
432183,TRES FORQUILHAS
316935,TRES MARIAS
432190,TRES PASSOS
421840,TREZE DE MAIO
316970,TURMALINA
211250,TUTOIA
293210,UBAIRA
355540,UBATUBA
355550,UBIRAJARA
432234,UBIRETAMA
231370,UMARI
412820,UNIAO DA VITORIA
412830,UNIFLOR
355580,URANIA
293090,TABOCAS DO BREJO VELHO
150795,TAILANDIA
412667,TAMARANA
320200,DORES DO RIO PRETO
312350,DOURADOQUARA
430675,DOUTOR RICARDO
412600,SAO SEBASTIAO DA AMOREIRA
316447,SAO SEBASTIAO DO ANTA
316460,SAO SEBASTIAO DO OESTE
251520,SAO SEBASTIAO DO UMBUZEIRO
316520,SAO THOME DAS LETRAS
241300,SAO VICENTE
261380,SAO VICENTE FERRER
330540,SAPUCAIA
432000,SAPUCAIA DO SUL
241310,SENADOR ELOI DE SOUZA
211176,SENADOR LA ROCQUE
421670,SAO JOSE DO CEDRO
221005,SAO JOSE DO DIVINO
316340,SAO JOSE DO GOIABAL
431849,SAO JOSE DO INHACORA
431860,SAO JOSE DO OURO
354970,SAO JOSE DO RIO PARDO
330515,SAO JOSE DO VALE DO RIO PRETO
251480,SAO JOSE DOS CORDEIROS
221030,SAO JULIAO
261370,SAO LOURENCO DA MATA
421700,SAO LUDGERO
355000,SAO LUIS DO PARAITINGA
431900,SAO MARCOS
320490,SAO MATEUS
355020,SAO MIGUEL ARCANJO
220280,CONCEICAO DO CANINDE
290840,CONCEICAO DO COITE
220995,SAO JOAO DA VARJOTA
421545,SANGAO
421420,QUILOMBO
251220,PRATA
120038,PLACIDO DE CASTRO
231080,PEREIRO
270642,PARICONHA
353480,OURO VERDE
171510,NOVO ACORDO
411573,MATO RICO
313160,IRAI DE MINAS
520980,HIDROLINA
312670,FRANCISCO SA
110094,CUJUBIM
320180,DIVINO DE SAO LOURENCO
290960,CRISOPOLIS
500280,CARACOL
350950,CAMPINAS
330070,CABO FRIO
311100,CAMPESTRE
290475,BURITIRAMA
130030,AUTAZES
290030,ACAJUTIBA
350100,ALTINOPOLIS
520145,APARECIDA DO RIO DOCE
432345,VILA NOVA DO SUL
293000,SEBASTIAO LARANJEIRAS
150630,SALVATERRA
412040,PRESIDENTE CASTELO BRANCO
291600,ITANHEM
313320,ITANHOMI
521090,ITAPACI
230630,ITAPAGE
291610,ITAPARICA
291630,ITAPEBI
313350,ITAPECERICA
210540,ITAPECURU MIRIM
355250,SUZANO
355280,TABOAO DA SERRA
316410,SAO PEDRO DO SUACUI
211163,SAO RAIMUNDO DO DOCA BEZERRA
316420,SAO ROMAO
355070,SAO SEBASTIAO
150770,SAO SEBASTIAO DA BOA VISTA
316443,SAO SEBASTIAO DA VARGEM ALEGRE
316450,SAO SEBASTIAO DO MARANHAO
316490,SAO SEBASTIAO DO RIO VERDE
355090,SAO SIMAO
241290,SAO TOME
431973,SAO VALERIO DO SUL
316530,SAO VICENTE DE MINAS
316540,SAPUCAI-MIRIM
150775,SAPUCAIA
432010,SARANDI
412625,SARANDI
355110,SARAPUI
355120,SARUTAIA
316553,SARZEDO
150530,ORIXIMINA
260970,OROBO
432195,TRINDADE DO SUL
241445,TRIUNFO POTIGUAR
421870,TUBARAO
432210,TUCUNDUVA
412788,TUNAS DO PARANA
316960,TUPACIGUARA
432230,TUPARENDI
172125,TUPIRAMA
355530,TURMALINA
231355,TURURU
412796,TURVO
130426,UARINI
317000,UBAI
293240,UIBAI
355570,UNIAO PAULISTA
412840,URAI
522160,URUACU
150815,URUARA
241380,TABOLEIRO GRANDE
355290,TACIBA
172090,TAGUATINGA
421780,TAIO
241390,TAIPU
261485,TAMANDARE
231320,TAMBORIL
432090,TAPEJARA
251650,TAPEROA
412690,TAPIRA
421010,MAFRA
352830,MAGDA
352840,MAIRINQUE
210550,JOAO LISBOA
313630,JOAO PINHEIRO
260820,JOAQUIM NABUCO
420910,JOINVILLE
260825,JUCATI
510515,JUINA
352585,JUMIRIM
270400,JUNQUEIRO
420917,JUPIA
411295,JURANDA
270620,PALESTINA
411640,NOSSA SENHORA DAS GRACAS
411680,NOVA CANTU
314470,NOVA ERA
521487,NOVA IGUACU DE GOIAS
171488,NOVA OLINDA
411725,NOVA PRATA DO IGUACU
171500,NOVA ROSALANDIA
421150,NOVA TRENTO
510625,NOVA XAVANTINA
431238,MONTE BELO DO SUL
292150,MONTE SANTO
292160,MORPARA
431247,MORRO REUTER
521405,MUNDO NOVO
171420,NATIVIDADE
410337,BRASILANDIA DO SUL
510190,BRASNORTE
170370,BREJINHO DE NAZARE
290430,BREJOES
290460,BRUMADO
420290,BRUSQUE
310925,BUGRE
350810,BURITAMA
170380,BURITI DO TOCANTINS
520350,BOM JESUS DE GOIAS
500200,BATAYPORA
230220,BEBERIBE
410275,BELA VISTA DA CAROBA
210173,BELAGUA
260160,BELEM DE SAO FRANCISCO
310620,BELO HORIZONTE
310630,BELO ORIENTE
220160,BENEDITINOS
350630,BERNARDINO DE CAMPOS
350635,BERTIOGA
220180,BOCAINA
420243,BOCAINA DO SUL
240165,BODO
260210,BOM CONSELHO
220190,BOM JESUS
310760,BOM JESUS DA PENHA
170255,AUGUSTINOPOLIS
430155,AUREA
170270,AURORA DO TOCANTINS
317047,URUANA DE MINAS
355300,TAGUAI
355320,TAIUVA
412670,TAMBOARA
241400,TANGARA
330575,TANGUA
221097,TANQUE DO PIAUI
293110,TANQUINHO
293120,TAPEROA
510800,TAPURAH
355380,TAQUARITUBA
500797,TAQUARUSSU
211200,TASSO FRAGOSO
251660,TAVARES
270430,MACEIO
291890,LAJEDAO
291995,MAETINGA
292010,MAIRI
313620,JOAO MONLEVADE
270380,JOAQUIM GOMES
220545,JOCA MARQUES
313652,JOSE GONCALVES DE MINAS
210560,JOSELANDIA
510510,JUARA
171180,JUARINA
220551,JUAZEIRO DO PIAUI
220552,JULIO BORGES
260830,JUPI
313680,JURAMENTO
510517,JURUENA
431940,SAO PEDRO DO SUL
330530,SAO SEBASTIAO DO ALTO
316470,SAO SEBASTIAO DO PARAISO
316510,SAO TOMAS DE AQUINO
431971,SAO VALENTIM DO SUL
355100,SAO VICENTE
431990,SAPIRANGA
292970,SATIRO DIAS
412627,SAUDADE DO IGUACU
421740,SCHROEDER
510263,CAMPO NOVO DO PARECIS
520490,CAMPOS BELOS
150215,CANAA DOS CARAJAS
290610,CANAPOLIS
220225,CANAVIEIRA
311200,CANDEIAS
351010,CANDIDO RODRIGUES
420370,CANELINHA
260370,CANHOTINHO
351015,CANITAR
290680,CANSANCAO
410445,CANTAGALO
130090,CANUTAMA
420325,CAPAO ALTO
311210,CAPARAO
420390,CAPINZAL
220245,CAPITAO GERVASIO OLIVEIRA
130083,CAAPIRANGA
290485,CABACEIRAS DO PARAGUACU
290440,BREJOLANDIA
520380,BRITANIA
350800,BURI
210232,BURITICUPU
350820,BURITIZAL
500190,BATAGUASSU
220150,BATALHA
350600,BAURU
230230,BELA CRUZ
330430,RIO BONITO
120040,RIO BRANCO
500720,RIO BRILHANTE
150580,PORTEL
280560,PORTO DA FOLHA
510682,PORTO ESPERIDIAO
160053,PORTO GRANDE
171820,PORTO NACIONAL
421360,PORTO UNIAO
120039,PORTO WALTER
315260,POUSO ALTO
510700,POXOREO
160055,PRACUUBA
315270,PRADOS
315280,PRATA
315300,PRATINHA
130353,PRESIDENTE FIGUEIREDO
292570,PRESIDENTE JANIO QUADROS
210920,PRESIDENTE JUSCELINO
315330,PRESIDENTE KUBITSCHEK
270810,SANTANA DO MUNDAU
251360,SANTANA DOS GARROTES
150680,SANTAREM
421570,SANTO AMARO DA IMPERATRIZ
354790,SANTO ANTONIO DA ALEGRIA
412410,SANTO ANTONIO DA PLATINA
315990,SANTO ANTONIO DO AMPARO
431647,SALVADOR DAS MISSOES
210970,SAMBAIBA
431660,SANANDUVA
354550,SANDOVALINA
412310,SANTA AMELIA
315725,SANTA BARBARA DO LESTE
430673,DOUTOR MAURICIO CARDOSO
170730,DUERE
520735,EDEALINA
351480,ELDORADO
291030,ELISIO MEDRADO
351512,EMILIANOPOLIS
430690,ENCRUZILHADA DO SUL
410750,ENGENHEIRO BELTRAO
351515,ENGENHEIRO COELHO
312385,ENTRE FOLHAS
291050,ENTRE RIOS
312390,ENTRE RIOS DE MINAS
430695,ENTRE RIOS DO SUL
120025,EPITACIOLANDIA
230427,ERERE
313070,INDIANOPOLIS
313080,INGAI
313110,INIMUTABA
521010,IPAMERI
291380,IPECAETA
420760,IPIRA
260720,IPOJUCA
411060,IPORA
260730,IPUBI
352140,IRACEMAPOLIS
291420,IRAJUBA
291450,IRARA
220490,ISAIAS COELHO
280290,ITABAIANA
150320,IGARAPE-ACU
280310,ITABI
313180,ITABIRINHA
291480,ITABUNA
312820,GUARACIABA
230500,GUARACIABA DO NORTE
170930,GUARAI
420650,GUARAMIRIM
312840,GUARANI
351800,GUARANI D'OESTE
432060,SEVERIANO DE ALMEIDA
355190,SEVERINIA
172065,SILVANOPOLIS
130400,SILVES
316750,SIMAO PEREIRA
351640,FRANCO DA ROCHA
420555,FREI ROGERIO
312300,DORES DE CAMPOS
240860,PARANA
500630,PARANAIBA
411830,PARANAPOEMA
353600,PARAPUA
110145,PARECIS
353625,PARISI
240325,PARNAMIRIM
240910,PASSA E FICA
314780,PASSA-VINTE
270650,PASSO DE CAMARAGIBE
314810,PATROCINIO
330385,PATY DO ALFERES
240940,PAU DOS FERROS
314530,NOVO CRUZEIRO
500625,NOVO HORIZONTE DO SUL
510626,NOVO MUNDO
150506,NOVO REPARTIMENTO
292305,NOVO TRIUNFO
314585,ORATORIOS
314587,ORIZANIA
421170,ORLEANS
230950,OROS
431350,OSORIO
260990,OURICURI
411740,OURIZONA
240850,OURO BRANCO
412120,QUITANDINHA
231140,QUIXERAMOBIM
292595,RAFAEL JAMBEIRO
421430,RANCHO QUEIMADO
412140,REALEZA
315410,RECREIO
231160,REDENCAO
150613,REDENCAO
220870,REDENCAO DO GURGUEIA
315415,REDUTO
354240,REGENTE FEIJO
354260,REGISTRO
315430,RESPLENDOR
354270,RESTINGA
292610,RETIROLANDIA
210950,RIACHAO
292630,RIACHAO DO JACUIPE
241070,RIACHO DA CRUZ
220885,RIACHO FRIO
521860,RIALMA
354280,RIBEIRA
354290,RIBEIRAO BONITO
315460,RIBEIRAO DAS NEVES
354330,RIBEIRAO PIRES
315470,RIBEIRAO VERMELHO
412220,RIO BRANCO DO SUL
521810,PORTELANDIA
431490,PORTO ALEGRE
412015,PORTO BARREIRO
314180,MINAS NOVAS
330300,MIRACEMA
314220,MIRAI
353010,MIRANDOPOLIS
171330,MIRANORTE
353020,MIRANTE DO PARANAPANEMA
314225,MIRAVANIA
280410,MOITA BONITA
353070,MOGI GUACU
230850,MOMBACA
210690,MONCAO
353100,MONCOES
353110,MONGAGUA
314250,MONJOLOS
230860,MONSENHOR TABOSA
240770,MONTANHAS
521350,MONTE ALEGRE DE GOIAS
317150,MATHIAS LOBATO
313920,MALACACHETA
250890,MAMANGUAPE
130250,MANACAPURU
330260,MANGARATIBA
313980,MAR DE ESPANHA
150420,MARABA
292050,MARACAS
210635,MARAJA DO SENA
352885,MARAPOAMA
292070,MARAU
421050,MARAVILHA
110003,CABIXI
420300,CACADOR
520410,CACHOEIRA ALTA
310270,CACHOEIRA DE PAJEU
350870,CACONDE
310990,CAETANOPOLIS
260320,CAETES
350880,CAFELANDIA
430330,CAIBATE
250360,CAICARA
290550,CALDEIRAO GRANDE
260340,CALUMBI
311040,CAMACHO
500260,CAMAPUA
260350,CAMOCIM DE SAO FELIX
410390,CAMPINA DA LAGOA
250400,CAMPINA GRANDE
150157,BOM JESUS DO TOCANTINS
210010,AFONSO CUNHA
230040,AIUABA
170230,ARAPOEMA
432300,VIAMAO
261520,TERRA NOVA
412630,SENGES
292860,SANTO AMARO
292593,QUIXABEIRA
210880,PIRAPEMAS
292450,PINDAI
521470,NOVA AMERICA
314290,MONTE AZUL
230125,ARARENDA
230140,ARATUBA
310400,ARAXA
250110,AREIA
350350,AREIAS
520235,ARENOPOLIS
310450,ARINOS
110002,ARIQUEMES
250130,AROEIRAS
520250,ARUANA
430830,FONTOURA XAVIER
520800,FORMOSA
420543,FORMOSA DO SUL
312630,FORTALEZA DE MINAS
210420,FORTUNA
351430,DOURADO
410730,DOUTOR CAMARGO
240320,DOUTOR SEVERIANO
351450,DUARTINA
351460,DUMONT
520740,EDEIA
500375,ELDORADO
351490,ELIAS FAUSTO
250590,EMAS
351510,EMBU-GUACU
291040,ENCRUZILHADA
430692,ENGENHO VELHO
290050,ERICO CARDOSO
430720,ERVAL GRANDE
260520,ESCADA
314870,PEDRA AZUL
314995,PERIQUITO
315060,PIRACEMA
539935,REGIAO ADMINISTRATIVA DO SIA
530015,ASA SUL
530005,ASA NORTE
530020,BRAZLANDIA
530030,CANDANGOLANDIA
530040,CEILANDIA
530050,CRUZEIRO
530060,GAMA
530070,GUARA
530080,LAGO NORTE
530090,LAGO SUL
530100,NUCLEO BANDEIRANTE
530110,PARANOA
530120,PLANALTINA
530130,RECANTO DAS EMAS
530135,RIACHO FUNDO I
530140,SAMAMBAIA
530150,SANTA MARIA
530160,SAO SEBASTIAO
530170,SOBRADINHO
530180,TAGUATINGA
150475,MOJUI DOS CAMPOS
421265,PESCARIA BRAVA
422000,BALNEARIO RINCAO
430145,PINTO BANDEIRA
500627,PARAISO DAS AGUAS
431454,PINTO BANDEIRA
240260,CEARA-MIRIM
240280,CORONEL EZEQUIEL
240350,ESPIRITO SANTO
240420,GOIANINHA
240520,JANDUIS
240550,JARDIM DE ANGICOS
240720,MACAU
241120,SANTA CRUZ
241255,SAO MIGUEL DO GOSTOSO
241260,SAO PAULO DO POTENGI
241320,SENADOR GEORGINO AVELINO
250160,BARRA DE SANTA ROSA
250330,CACHOEIRA DOS INDIOS
250403,CAPIM
250620,FREI MARTINHO
280350,LAGARTO
220556,LAGOA DO BARRO DO PIAUI
291875,LAGOA REAL
420850,ITUPORANGA
291810,JEREMOABO
521060,ITAGUARU
411095,ITAIPULANDIA
130195,ITAMARATI
313340,ITAPAGIPE
230640,ITAPIPOCA
500450,ITAPORA
210542,ITINGA DO MARANHAO
291350,IGUAI
431020,IJUI
420710,ILHOTA
250670,IMACULADA
420730,IMBITUBA
260700,INAJA
230560,INDEPENDENCIA
411040,INDIANOPOLIS
250680,INGA
291370,INHAMBUPE
313090,INHAPIM
521000,INHUMAS
420757,IOMERE
311930,COROMANDEL
500315,CORONEL SAPUCAIA
510337,COTRIGUACU
210317,CENTRO NOVO DO MARANHAO
311610,CHAPADA DO NORTE
430543,CHUI
220271,COCAL DE TELHA
351210,COLOMBIA
311730,CONCEICAO DAS ALAGOAS
290850,CONCEICAO DO JACUIPE
410465,CARAMBEI
320130,CARIACICA
311400,CARMO DA MATA
311455,CARNEIRINHO
410480,CASCAVEL
520510,CATALAO
311545,CATUJI
351130,CEDRAL
410405,CAMPO BONITO
410530,CEU AZUL
410580,COLOMBO
410725,DOURADINA
410775,FIGUEIRA
410855,GODOY MOREIRA
410950,GUARAQUECABA
411065,IRACEMA DO OESTE
411240,JAPURA
411320,LAPA
411342,LIDIANOPOLIS
411440,MANGUEIRINHA
411510,MARILUZ
411650,NOVA ALIANCA DO IVAI
411840,PARANAVAI
411860,PAULA FREITAS
411870,PAULO FRONTIN
411965,PITANGUEIRAS
412035,PRANCHITA
412050,PRIMEIRO DE MAIO
412110,QUINTA DO SOL
412265,ROSARIO DO IVAI
412280,SALGADO FILHO
412390,SANTA MARIANA
412500,SAO JOAO DO IVAI
412540,SAO JOSE DA BOA VISTA
412555,SAO MANOEL DO PARANA
311550,CAXAMBU
290405,BONITO
431445,PINHAL
421290,PINHALZINHO
220030,ALTO LONGA
320035,ALTO RIO NOVO
220040,ALTOS
130002,ALVARAES
350120,ALVARES FLORENCE
170070,ALVORADA
220045,ALVORADA DO GURGUEIA
410090,AMAPORA
520082,AMARALINA
350170,AMERICO BRASILIENSE
250073,AMPARO
270020,ANADIA
150080,ANANINDEUA
290130,ANDARAI
430066,ANDRE DA ROCHA
260100,ANGELIM
220060,ANGICAL DO PIAUI
520120,ANHANGUERA
420125,APIUNA
230100,AQUIRAZ
290200,ARACATU
310330,ARACITABA
260105,ARACOIABA
520160,ARACU
520170,ARAGARCAS
170210,ARAGUAINA
350300,ARAMINA
310380,ARAPUA
292045,MANSIDAO
270490,MAR VERMELHO
421040,MARACAJA
270450,MARAGOGI
150440,MARAPANIM
431180,MARAU
240730,MARCELINO VIEIRA
220600,MARCOS PARENTE
250910,MARI
270480,MARIBONDO
411490,MARILANDIA DO SUL
314015,MARIO CAMPOS
240670,LAJES
411325,LARANJAL
313810,LASSANCE
313820,LAVRAS
431150,LAVRAS DO SUL
420970,LEBON REGIS
352680,LENCOIS PAULISTA
411340,LEOPOLIS
313860,LIMA DUARTE
270420,LIMOEIRO DE ANADIA
431162,LINDOLFO COLLOR
411370,LONDRINA
352725,LOURDES
240690,LUCRECIA
421000,LUIZ ALVES
411375,LUNARDELLI
352790,LUTECIA
521250,LUZIANIA
500390,FIGUEIRAO
510452,IPIRANGA DO NORTE
510454,ITANHANGA
110009,ESPIGAO D'OESTE
110013,MACHADINHO D'OESTE
110029,SANTA LUZIA D'OESTE
110040,ALTO PARAISO
110050,NOVO HORIZONTE DO OESTE
110120,MINISTRO ANDREAZZA
110130,MIRANTE DA SERRA
110170,URUPA
120010,BRASILEIA
120033,MANCIO LIMA
130010,ANORI
130060,BENJAMIN CONSTANT
130068,BOA VISTA DO RAMOS
130115,CAREIRO DA VARZEA
130330,NOVO ARIPUANA
130356,RIO PRETO DA EVA
130370,SANTO ANTONIO DO ICA
130380,SAO GABRIEL DA CACHOEIRA
140002,AMAJARI
140010,BOA VISTA
140060,SAO LUIZ
150095,AURORA DO PARA
150160,BONITO
150307,GARRAFAO DO NORTE
150400,LIMOEIRO DO AJURU
150460,MOCAJUBA
280390,MALHADOR
250900,MANAIRA
411430,MANDIRITUBA
313950,MANHUMIRIM
221062,SEBASTIAO BARROS
432023,SEDE NOVA
120050,SENA MADUREIRA
316560,SENADOR CORTES
150780,SENADOR JOSE PORFIRIO
293010,SENHOR DO BONFIM
354960,SAO JOSE DO BARREIRO
431870,SAO LEOPOLDO
431880,SAO LOURENCO DO SUL
221037,SAO LUIS DO PIAUI
431890,SAO LUIZ GONZAGA
421715,SAO MIGUEL DA BOA VISTA
280700,SAO MIGUEL DO ALEIXO
150760,SAO MIGUEL DO GUAMA
355030,SAO PAULO
211153,SAO PEDRO DA AGUA BRANCA
316390,SAO PEDRO DA UNIAO
292925,SAO GABRIEL
412470,SAO JERONIMO DA SERRA
421630,SAO JOAO BATISTA
330500,SAO JOAO DA BARRA
316230,SAO JOAO DA MATA
150747,SAO JOAO DE PIRABAS
412490,SAO JOAO DO CAIUA
313055,IMBE DE MINAS
313100,INHAUMA
411050,IPIRANGA
230600,IRACEMA
420790,IRINEOPOLIS
313200,ITACAMBIRA
520940,GUARANI DE GOIAS
351870,GUARUJA
291185,HELIOPOLIS
260650,IATI
312940,IBERTIOGA
312970,IBIRACI
291320,IBOTIRAMA
220430,FRONTEIRAS
351660,GALIA
210440,GONCALVES DIAS
210467,GOVERNADOR NUNES FREIRE
420630,GUABIRUBA
410900,GUAPIRAMA
500380,FATIMA DO SUL
210407,FEIRA NOVA DO MARANHAO
170770,FILADELFIA
410790,FLORESTA
250820,LAGOA DE DENTRO
251000,NAZAREZINHO
251060,OURO VELHO
251065,PARARI
251275,RIACHAO DO BACAMARTE
251350,SANTANA DE MANGUEIRA
312380,ENGENHEIRO NAVARRO
430700,ERECHIM
420520,ERVAL VELHO
312410,ESMERALDAS
430745,ESPERANCA DO SUL
210400,ESPERANTINOPOLIS
430750,ESPUMOSO
430670,DONA FRANCISCA
210510,ICATU
230540,ICO
351990,IEPE
352010,IGARAPAVA
312705,FRONTEIRA DOS VALES
260600,GARANHUNS
312735,GLAUCILANDIA
500400,GLORIA DE DOURADOS
312738,GOIANA
520850,GOIANDIRA
520910,GOIATUBA
312740,GONCALVES
280260,GRACHO CARDOSO
430912,GRAMADO DOS LOUREIROS
230470,GRANJA
430920,GRAVATAI
312790,GRUPIARA
320230,GUACUI
351740,GUAIRA
230495,GUAIUBA
240450,GUAMARE
270890,SATUBA
292990,SEABRA
355130,SEBASTIANOPOLIS DO SUL
432020,SEBERI
316556,SEM-PEIXE
211174,SENADOR ALEXANDRE COSTA
316580,SENADOR JOSE BENTO
270895,SENADOR RUI PALMEIRA
316320,SAO JOSE DO ALEGRE
320480,SAO JOSE DO CALCADO
261360,SAO JOSE DO EGITO
431846,SAO JOSE DO HERVAL
292937,SAO JOSE DO JACUIPE
221020,SAO JOSE DO PIAUI
270340,JACARE DOS HOMENS
352440,JACAREI
313480,JACUI
411190,JAGUAPITA
320305,JAGUARE
352470,JAGUARIUNA
352480,JALES
240510,JANDAIRA
240540,JAPI
500500,JARDIM
411260,JARDIM OLINDA
352510,JARDINOPOLIS
313540,JECEABA
352540,JERIQUARA
521205,JESUPOLIS
290170,ANTONIO CARDOSO
290180,ANTONIO GONCALVES
310310,ANTONIO PRADO DE MINAS
250077,APARECIDA
170110,APARECIDA DO RIO NEGRO
500100,APARECIDA DO TABOADO
510080,APIACAS
410140,APUCARANA
350275,ARACARIGUAMA
350280,ARACATUBA
230120,ARACOIABA
320060,ARACRUZ
310340,ARACUAI
170200,ARAGUACU
210087,ARAGUANA
290220,ARAMARI
310375,ARAPORA
420140,ARARANGUA
430087,ARARICA
280040,ARAUA
310430,AREADO
280050,AREIA BRANCA
240120,ARES
510140,ARIPUANA
420150,ARMAZEM
330025,ARRAIAL DO CABO
313990,MARIA DA FE
431200,MARIANO MORO
314030,MARLIERIA
411545,MARQUINHO
539907,REGIAO ADMINISTRATIVA DO GUARA
539908,REGIAO ADMINISTRATIVA DO LAGO NORTE
539909,REGIAO ADMINISTRATIVA DO LAGO SUL
539910,REGIAO ADMINISTRATIVA DO NUCLEO BANDEIRANTES
539911,OCTOGONAL
539912,REGIAO ADMINISTRATIVA DO PARANOA
539913,REGIAO ADMINISTRATIVA DO PARK WAY
539914,REGIAO ADMINISTRATIVA DE PLANALTINA
539915,REGIAO ADMINISTRATIVA DE RECANTO DA EMAS
316880,TIRADENTES
330555,SEROPEDICA
293015,SERRA DO RAMALHO
316720,SETE LAGOAS
221070,SIMOES
293076,SITIO DO QUINTO
320501,SOORETAMA
510794,TABAPORA
172025,SAO SALVADOR DO TOCANTINS
172049,SAO VALERIO
330550,SAQUAREMA
292975,SAUBARA
231270,SENADOR POMPEU
316330,SAO JOSE DO DIVINO
220997,SAO JOAO DO ARRAIAL
316270,SAO JOAO DO PARAISO
412520,SAO JORGE D'OESTE
241220,SAO JOSE DE MIPIBU
354820,SANTO ANTONIO DO PINHAL
241160,SAO BENTO DO NORTE
412460,SAO CARLOS DO IVAI
150720,SAO DOMINGOS DO CAPIM
261160,RECIFE
431540,REDENTORA
292600,REMANSO
412160,RENASCENCA
315420,RESENDE COSTA
412175,RESERVA DO IGUACU
251276,RIACHAO DO POCO
315450,RIACHO DOS MACHADOS
292660,RIBEIRA DO POMBAL
412180,RIBEIRAO CLARO
354320,RIBEIRAO DO SUL
354340,RIBEIRAO PRETO
354370,RINCAO
412200,RIO AZUL
220310,CRISTINO CASTRO
170625,CRIXAS DO TOCANTINS
312060,CRUCILANDIA
410510,CENTENARIO DO SUL
311580,CENTRALINA
351150,CERQUILHO
240270,CERRO CORA
520545,CEZARINA
311590,CHACARA
311615,CHAPADA GAUCHA
210320,CHAPADINHA
230393,CHORO
410550,CIANORTE
410560,CIDADE GAUCHA
430545,CIDREIRA
210125,BACABEIRA
350460,BADY BASSITT
150110,BAGRE
420200,BALNEARIO CAMBORIU
350480,BALSAMO
250150,BANANEIRAS
290265,BANZAE
430170,BARAO DE COTEGIPE
430175,BARAO DO TRIUNFO
510618,NOVA LACERDA
314480,NOVA LIMA
353330,NOVA LUZITANIA
510895,NOVA MONTE VERDE
510623,NOVA OLIMPIA
251020,NOVA OLINDA
130310,NOVA OLINDA DO NORTE
431320,NOVA PETROPOLIS
431330,NOVA PRATA
431333,NOVA RAMADA
521490,NOVA ROMA
230930,NOVA RUSSAS
314520,NOVA SERRANA
521500,NOVA VENEZA
330330,NITEROI
240790,MONTE DAS GAMELEIRAS
353180,MONTE MOR
250970,MONTEIRO
210700,MONTES ALTOS
230870,MORADA NOVA
311170,CANAA
311180,CANAPOLIS
290650,CANDEIAS
290670,CANDIDO SALES
280110,CANHOBA
411550,MARUMBI
230800,MASSAPE
431210,MATA
292100,MATA DE SAO JOAO
250930,MATARACA
411560,MATELANDIA
291900,LAJEDINHO
240680,LAJES PINTADAS
220560,LANDRI SALES
313800,LARANJAL
250840,LASTRO
291930,LENCOIS
171240,LIZARDA
250855,LOGRADOURO
420990,LONTRAS
352730,LOUVEIRA
250860,LUCENA
352760,LUIS ANTONIO
313867,LUISBURGO
